add-s,2,100000,400000,33138418,82,0
add-s,4,10,80,23905209,298815,0
add-s,4,20,160,31395479,196221,0
add-s,4,40,320,33401939,104381,0
add-s,4,80,640,35144679,54913,0
add-s,4,100,800,38382544,47978,0
add-s,4,1000,8000,38498487,4812,0
add-s,4,10000,80000,62421031,780,0
add-s,4,100000,800000,169038922,211,0
add-s,8,10,160,35292800,220580,0
add-s,8,20,320,33435819,104486,0
add-s,8,40,640,29280486,45750,0
add-s,8,80,1280,32416143,25325,0
add-s,8,100,1600,28473664,17796,0
add-s,8,1000,16000,34779973,2173,0
add-s,8,10000,160000,48490025,303,0
add-s,8,100000,1600000,323000895,201,0
add-s,12,10,240,35531461,148047,0
add-s,12,20,480,54142786,112797,0
add-s,12,40,960,110440663,115042,0
add-s,12,80,1920,36914972,19226,0
add-s,12,100,2400,29668954,12362,0
add-s,12,1000,24000,43327762,1805,0
add-s,12,10000,240000,62459165,260,0
add-s,12,100000,2400000,668976441,278,0
add-c,1,10,20,21410148,1070507,0
add-c,1,20,40,21437330,535933,0
add-c,1,40,80,12442041,155525,0
add-c,1,80,160,21453195,134082,0
add-c,1,100,200,11443036,57215,0
add-c,1,1000,2000,273917,136,0
add-c,1,10000,20000,18449638,922,0
add-c,1,100000,200000,102331559,511,0
add-c,2,10,40,37751192,943779,0
add-c,2,20,80,19457242,243215,0
add-c,2,40,160,19159934,119749,0
add-c,2,80,320,21658393,67682,0
add-c,2,100,400,9127260,22818,0
add-c,2,1000,4000,43415067,10853,0
add-c,2,10000,40000,24229118,605,0
add-c,2,100000,400000,74176443,185,0
add-c,4,10,80,23994018,299925,0
add-c,4,20,160,27196453,169977,0
add-c,4,40,320,41769570,130529,0
add-c,4,80,640,24432569,38175,0
add-c,4,100,800,32428907,40536,0
add-c,4,1000,8000,9496772,1187,0
add-c,4,10000,80000,39383783,492,0
add-c,4,100000,800000,88440078,110,0
add-c,8,10,160,35292424,220577,0
add-c,8,20,320,30446659,95145,0
add-c,8,40,640,31424580,49100,0
add-c,8,80,1280,54366369,42473,0
add-c,8,100,1600,38050426,23781,0
add-c,8,1000,16000,23514349,1469,0
add-c,8,10000,160000,47457613,296,0
add-c,8,100000,1600000,143440705,89,0
add-c,12,10,240,34459818,143582,0
add-c,12,20,480,35490317,73938,0
add-c,12,40,960,35933001,37430,0
add-c,12,80,1920,35488940,18483,0
add-c,12,100,2400,37123041,15467,0
add-c,12,1000,24000,34460629,1435,0
add-c,12,10000,240000,48616548,202,0
add-c,12,100000,2400000,310003148,129,0
add-yield-m,1,10,20,34472872,1723643,0
add-yield-m,1,20,40,31521227,788030,0
add-yield-m,1,40,80,39376925,492211,0
add-yield-m,1,80,160,53545036,334656,0
add-yield-m,1,100,200,44393717,221968,0
add-yield-m,1,1000,2000,28018051,14009,0
add-yield-m,1,10000,20000,62235418,3111,0
add-yield-m,1,100000,200000,616003902,3080,0
add-yield-m,2,10,40,37323414,933085,0
add-yield-m,2,20,80,43315706,541446,0
add-yield-m,2,40,160,42176211,263601,0
add-yield-m,2,80,320,39583635,123698,0
add-yield-m,2,100,400,54409126,136022,0
add-yield-m,2,1000,4000,72140222,18035,0
add-yield-m,2,10000,40000,255459018,6386,0
add-yield-m,2,100000,400000,3692426922,9231,0
add-yield-m,4,10,80,71250198,890627,0
add-yield-m,4,20,160,107329323,670808,0
add-yield-m,4,40,320,68403971,213762,0
add-yield-m,4,80,640,92444432,144444,0
add-yield-m,4,100,800,68632148,85790,0
add-yield-m,4,1000,8000,78992706,9874,0
add-yield-m,4,10000,80000,480461717,6005,0
add-yield-m,4,100000,800000,6560432046,8200,0
add-yield-m,8,10,160,150437285,940233,0
add-yield-m,8,20,320,107238696,335120,0
add-yield-m,8,40,640,97263883,151974,0
add-yield-m,8,80,1280,126930861,99164,0
add-yield-m,8,100,1600,110375040,68984,0
add-yield-m,8,1000,16000,195206645,12200,0
add-yield-m,8,10000,160000,1014271561,6339,0
add-yield-m,8,100000,1600000,8655429474,5409,0
add-yield-m,12,10,240,144439752,601832,0
add-yield-m,12,20,480,177493084,369777,0
add-yield-m,12,40,960,151291635,157595,0
add-yield-m,12,80,1920,187411403,97610,0
add-yield-m,12,100,2400,167293975,69705,0
add-yield-m,12,1000,24000,337248451,14052,0
add-yield-m,12,10000,240000,1589442181,6622,0
add-yield-m,12,100000,2400000,12684555116,5285,0
add-yield-s,1,10,20,152508,7625,0
add-yield-s,1,20,40,163205,4080,0
add-yield-s,1,40,80,284138,3551,0
add-yield-s,1,80,160,250588,1566,0
add-yield-s,1,100,200,295583,1477,0
add-yield-s,1,1000,2000,1814434,907,0
add-yield-s,1,10000,20000,22466341,1123,0
add-yield-s,1,100000,200000,161790102,808,0
add-yield-s,2,10,40,220434,5510,0
add-yield-s,2,20,80,7283200,91040,0
add-yield-s,2,40,160,415139,2594,0
add-yield-s,2,80,320,467949,1462,0
add-yield-s,2,100,400,532531,1331,0
add-yield-s,2,1000,4000,3776414,944,0
add-yield-s,2,10000,40000,40420956,1010,0
add-yield-s,2,100000,400000,355788954,889,0
add-yield-s,4,10,80,282215,3527,0
add-yield-s,4,20,160,485220,3032,0
add-yield-s,4,40,320,510931,1596,0
add-yield-s,4,80,640,1063873,1662,0
add-yield-s,4,100,800,1075013,1343,0
add-yield-s,4,1000,8000,11635776,1454,0
add-yield-s,4,10000,80000,104031896,1300,0
add-yield-s,4,100000,800000,828791385,1035,0
add-yield-s,8,10,160,449463,2809,0
add-yield-s,8,20,320,658435,2057,0
add-yield-s,8,40,640,1311711,2049,0
add-yield-s,8,80,1280,2395683,1871,0
add-yield-s,8,100,1600,4001880,2501,0
add-yield-s,8,1000,16000,26464338,1654,0
add-yield-s,8,10000,160000,273880044,1711,0
add-yield-s,8,100000,1600000,14964727735,9352,0
add-yield-s,12,10,240,419747639,1748948,0
add-yield-s,12,20,480,759363598,1582007,0
add-yield-s,12,40,960,1047642065,1091293,0
add-yield-s,12,80,1920,587840569,306166,0
add-yield-s,12,100,2400,143999857,59999,0
add-yield-s,12,1000,24000,2268611132,94525,0
add-yield-s,12,10000,240000,31688070015,132033,0
add-yield-s,12,100000,2400000,13679003854,5699,0
add-yield-c,1,10,20,122152,6107,0
add-yield-c,1,20,40,133675,3341,0
add-yield-c,1,40,80,160981,2012,0
add-yield-c,1,80,160,214863,1342,0
add-yield-c,1,100,200,224126,1120,0
add-yield-c,1,1000,2000,1364935,682,0
add-yield-c,1,10000,20000,15996726,799,0
add-yield-c,1,100000,200000,129239104,646,0
add-yield-c,2,10,40,134186,3354,0
add-yield-c,2,20,80,161216,2015,0
add-yield-c,2,40,160,228603,1428,0
add-yield-c,2,80,320,339557,1061,0
add-yield-c,2,100,400,407690,1019,0
add-yield-c,2,1000,4000,3155866,788,0
add-yield-c,2,10000,40000,29817852,745,0
add-yield-c,2,100000,400000,264822801,662,0
add-yield-c,4,10,80,166062,2075,0
add-yield-c,4,20,160,242316,1514,0
add-yield-c,4,40,320,372776,1164,0
add-yield-c,4,80,640,628844,982,0
add-yield-c,4,100,800,773349,966,0
add-yield-c,4,1000,8000,6145803,768,0
add-yield-c,4,10000,80000,67541544,844,0
add-yield-c,4,100000,800000,592725758,740,0
add-yield-c,8,10,160,301848,1886,0
add-yield-c,8,20,320,416944,1302,0
add-yield-c,8,40,640,741910,1159,0
add-yield-c,8,80,1280,1322857,1033,0
add-yield-c,8,100,1600,1577162,985,0
add-yield-c,8,1000,16000,15484450,967,0
add-yield-c,8,10000,160000,148178740,926,0
add-yield-c,8,100000,1600000,1279667801,799,0
add-yield-c,12,10,240,426567,1777,0
add-yield-c,12,20,480,596877,1243,0
add-yield-c,12,40,960,1039211,1082,0
add-yield-c,12,80,1920,1874067,976,0
add-yield-c,12,100,2400,2360487,983,0
add-yield-c,12,1000,24000,23472879,978,0
add-yield-c,12,10000,240000,224916219,937,0
add-yield-c,12,100000,2400000,2199895540,916,0
