list-none-none,1,10,1,30,61274,2042
list-none-none,1,100,1,300,67366,224
list-none-none,1,1000,1,3000,101285,33
list-none-none,1,10000,1,30000,450435,15
list-none-none,1,20000,1,60000,851724,14
list-none-none,2,1,1,6,66492,11082
list-none-none,2,10,1,60,60287,1004
list-none-none,2,100,1,600,67890,113
list-none-none,4,1,1,12,128884,10740
list-none-none,4,10,1,120,132931,1107
list-none-none,4,100,1,1200,121610,101
list-none-none,8,1,1,24,257286,10720
list-none-none,8,10,1,240,248350,1034
list-none-none,8,100,1,2400,247313,103
list-none-none,12,1,1,36,381479,10596
list-none-none,12,10,1,360,384069,1066
list-none-none,12,100,1,3600,347897,96
list-i-none,2,1,1,6,71889,11981
list-i-none,2,2,1,12,65440,5453
list-i-none,2,4,1,24,70954,2956
list-i-none,2,8,1,48,75536,1573
list-i-none,2,16,1,96,82466,859
list-i-none,2,32,1,192,95586,497
list-i-none,4,1,1,12,119707,9975
list-i-none,4,2,1,24,105993,4416
list-i-none,4,4,1,48,112389,2341
list-i-none,4,8,1,96,120314,1253
list-i-none,4,16,1,192,136384,710
list-i-none,8,1,1,24,245645,10235
list-i-none,8,2,1,48,255350,5319
list-i-none,8,4,1,96,249330,2597
list-i-none,8,8,1,192,220438,1148
list-i-none,8,16,1,384,254370,662
list-i-none,12,1,1,36,349880,9718
list-i-none,12,2,1,72,353320,4907
list-i-none,12,4,1,144,316534,2198
list-i-none,12,8,1,288,325244,1129
list-i-none,12,16,1,576,357441,620
list-d-none,2,1,1,6,64974,10829
list-d-none,2,2,1,12,63582,5298
list-d-none,2,4,1,24,73318,3054
list-d-none,2,8,1,48,76154,1586
list-d-none,2,16,1,96,80620,839
list-d-none,2,32,1,192,107866,561
list-d-none,4,1,1,12,128041,10670
list-d-none,4,2,1,24,117934,4913
list-d-none,4,4,1,48,119373,2486
list-d-none,4,8,1,96,132319,1378
list-d-none,8,1,1,24,236332,9847
list-d-none,8,2,1,48,259596,5408
list-d-none,8,4,1,96,252233,2627
list-d-none,8,8,1,192,280664,1461
list-d-none,8,16,1,384,250085,651
list-d-none,12,1,1,36,378934,10525
list-d-none,12,2,1,72,366124,5085
list-d-none,12,4,1,144,340976,2367
